salario,salario_reale,eta,istruzione,annistruzione,genere,cittadinanza,tiponucleo,area5,area3,regione,statocivile,oredilavoro,qualifica,contratto,settore,peso
1800,1763.3093525179854,56,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,40,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,341.5
1400,1371.462829736211,33,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,44,Operaio,A tempo pieno,Costruzione di edifici,380.6
1400,1371.462829736211,43,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,60,Operaio,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,1079.7
1700,1665.347721822542,27,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,45,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,2345.1
1500,1469.4244604316546,55,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,36,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,711.3
2500,2449.040767386091,55,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,38,Quadro,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),711.3
1860,1822.0863309352517,35,3,8,Maschio,Cittadino italiano,Coppia senza figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,984.7
1490,1459.6282973621103,55,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Impiegato,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,254.4
1690,1655.5515587529974,55,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Operaio,A tempo pieno,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",1442.2
1400,1371.462829736211,25,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Celibe/nubile,40,Operaio,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,1442.2
880,862.0623501199041,22,4,11,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Celibe/nubile,40,Apprendista,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),1442.2
1100,1077.57793764988,37,5,13,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Calabria,Separato/a o divorziato/a,50,Operaio,A tempo pieno,Industria del legno e dei prodotti in legno e sughero (no mobili); fabbr. di articoli in paglia e materiali da intreccio,735.2
1700,1665.347721822542,45,3,8,Maschio,cittadino straniero UE,Persona isolata,Nord-Est,Nord,Veneto,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Fabbricazione di altri mezzi di trasporto,533.3
1200,1175.5395683453237,55,3,8,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sardegna,Coniugato/a,30,Impiegato,A tempo parziale (part-time),Lavori di costruzione specializzati,299.7
1600,1567.3860911270983,62,5,13,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,36,Impiegato,A tempo pieno,Attività di organizzazioni associative,259.2
850,832.6738609112709,54,3,8,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Molise,Coniugato/a,16,Operaio,A tempo parziale (part-time),"Fabbricazione di autoveicoli, rimorchi e semirimorchi",226.3
1660,1626.1630695443644,43,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,40,Quadro,A tempo pieno,Industrie alimentari,510.4
520,509.40047961630694,51,3,8,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,20,Operaio,A tempo parziale (part-time),Fabbricazione di articoli in gomma e materie plastiche,510.4
920,901.2470023980816,57,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,40,Operaio,A tempo pieno,Costruzione di edifici,257.4
1080,1057.9856115107914,55,3,8,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,257.4
1800,1763.3093525179854,52,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Impiegato,A tempo pieno,Fabbricazione di altri mezzi di trasporto,863.7
2000,1959.2326139088727,54,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Impiegato,A tempo pieno,Fabbricazione di altri mezzi di trasporto,863.7
1600,1567.3860911270983,52,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sanitaria,268.7
1000,979.6163069544364,21,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),268.7
1700,1665.347721822542,56,10,18,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Toscana,Celibe/nubile,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,667.3
1200,1175.5395683453237,60,5,13,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Umbria,Coniugato/a,40,Impiegato,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,347.2
1350,1322.482014388489,42,5,13,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Basilicata,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,181.5
1600,1567.3860911270983,39,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Calabria,Coniugato/a,38,Operaio,A tempo pieno,Lavori di costruzione specializzati,551.6
700,685.7314148681055,29,1,0,Maschio,cittadino straniero non UE,Persona isolata,Isole,Mezzogiorno,Sardegna,Celibe/nubile,25,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,443.4
750,734.7122302158273,39,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,24,Impiegato,A tempo parziale (part-time),Attività dei servizi di ristorazione,137.8
1600,1567.3860911270983,55,5,13,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Operaio,A tempo pieno,Stampa e riproduzione di supporti registrati,241.3
1400,1371.462829736211,41,10,18,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Calabria,Separato/a o divorziato/a,12,Quadro,A tempo parziale (part-time),Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,592.4
1200,1175.5395683453237,44,3,8,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),458.6
1000,979.6163069544364,29,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,40,Operaio,A tempo pieno,"Riparazione, manutenzione ed installazione di macchine ed apparecchiature",458.6
1690,1655.5515587529974,54,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,256.8
1070,1048.189448441247,28,4,11,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,38,Operaio,A tempo pieno,Servizi postali e attività di corriere,3484.3
1160,1136.3549160671462,29,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,36,Impiegato,A tempo pieno,Istruzione,3484.3
560,548.5851318944843,58,2,5,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Lazio,Coniugato/a,14,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,632.8
800,783.6930455635492,43,5,13,Maschio,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,24,Operaio,A tempo pieno,Attività dei servizi di ristorazione,532.6
1500,1469.4244604316546,54,12,19,Femmina,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Abruzzo,Separato/a o divorziato/a,36,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,274.3
1400,1371.462829736211,54,3,8,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,60,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),412.5
1000,979.6163069544364,38,3,8,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,24,Impiegato,A tempo parziale (part-time),Costruzione di edifici,203.1
880,862.0623501199041,37,2,5,Femmina,cittadino straniero non UE,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,38,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,2047.6
2070,2027.8057553956833,64,10,18,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Lazio,Coniugato/a,36,Impiegato,A tempo pieno,Servizi di assistenza sociale residenziale,189.6
1400,1371.462829736211,40,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,50,Operaio,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,303.1
1370,1342.0743405275778,55,4,11,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,36,Impiegato,A tempo pieno,Istruzione,733.9
1250,1224.5203836930457,54,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,30,Operaio,A tempo pieno,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,733.9
1440,1410.6474820143883,49,3,8,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,40,Impiegato,A tempo pieno,Alloggio,119.6
1250,1224.5203836930457,28,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",238.1
2000,1959.2326139088727,49,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,36,Quadro,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,1932.5
1430,1400.851318944844,56,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,1932.5
1050,1028.597122302158,47,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,44,Operaio,A tempo pieno,"Attività di ricerca, selezione, fornitura di personale",711.7
1600,1567.3860911270983,41,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,709.9
500,489.8081534772182,57,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,16,Impiegato,A tempo parziale (part-time),Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),973.6
2500,2449.040767386091,58,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,38,Quadro,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),973.6
1500,1469.4244604316546,36,4,11,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,630.8
670,656.3429256594724,46,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,16,Impiegato,A tempo parziale (part-time),Istruzione,1143.7
1300,1273.5011990407672,32,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,208.1
1200,1175.5395683453237,65,2,5,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Operaio,A tempo pieno,Industrie alimentari,642
700,685.7314148681055,61,2,5,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,20,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,642
1200,1175.5395683453237,53,4,11,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,323.6
1000,979.6163069544364,22,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,323.6
1400,1371.462829736211,53,4,11,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,40,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,1286.2
1270,1244.1127098321342,54,5,13,Maschio,cittadino straniero UE,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Operaio,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",271
1200,1175.5395683453237,58,5,13,Femmina,cittadino straniero UE,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,271
1100,1077.57793764988,42,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Operaio,A tempo pieno,Assistenza sanitaria,285
900,881.6546762589927,36,10,18,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,30,Impiegato,A tempo pieno,Istruzione,285
2300,2253.117505995204,44,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Quadro,A tempo pieno,Attività degli studi di architettura e d'ingegneria; collaudi ed analisi tecniche,556.7
1750,1714.3285371702636,58,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,46,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,286.9
980,960.0239808153476,56,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,25,Impiegato,A tempo parziale (part-time),Servizi di assistenza sociale residenziale,286.9
750,734.7122302158273,53,4,11,Femmina,cittadino straniero non UE,Monogenitore femmina,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,30,Operaio,A tempo pieno,Attività di famiglie e convivenze come datori di lavoro per personale domestico,450.5
1200,1175.5395683453237,42,8,16,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Toscana,Celibe/nubile,36,Quadro,A tempo pieno,"Altre attività professionali, scientifiche e tecniche",875.3
1200,1175.5395683453237,57,4,11,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Liguria,Separato/a o divorziato/a,40,Impiegato,A tempo pieno,Servizi postali e attività di corriere,272.4
1300,1273.5011990407672,43,3,8,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Operaio,A tempo pieno,Assistenza sanitaria,535.1
1200,1175.5395683453237,39,3,8,Femmina,cittadino straniero non UE,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,535.1
1250,1224.5203836930457,40,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Altre industrie manifatturiere,248.2
850,832.6738609112709,66,3,8,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,24,Impiegato,A tempo parziale (part-time),Assistenza sanitaria,124.9
800,783.6930455635492,55,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,25,Operaio,A tempo parziale (part-time),Attività di organizzazioni associative,439.3
1400,1371.462829736211,51,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),439.3
1800,1763.3093525179854,39,10,18,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,50,Impiegato,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),583.2
2000,1959.2326139088727,41,10,18,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Coniugato/a,40,Impiegato,A tempo pieno,Attività di organizzazioni associative,583.2
2200,2155.15587529976,58,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,40,Impiegato,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),3826.5
1500,1469.4244604316546,59,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,40,Impiegato,A tempo pieno,Assistenza sociale non residenziale,3826.5
2660,2605.779376498801,36,10,18,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,45,Impiegato,A tempo pieno,"Fabbricazione di autoveicoli, rimorchi e semirimorchi",1790.2
1500,1469.4244604316546,51,5,13,Femmina,Cittadino italiano,Monogenitore femmina,Centro,Centro,Lazio,Vedovo/a,25,Impiegato,A tempo pieno,Istruzione,425.4
1400,1371.462829736211,30,13,22,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,50,Impiegato,A tempo pieno,Istruzione,1514.5
530,519.1966426858513,53,5,13,Femmina,cittadino straniero non UE,Persona isolata,Centro,Centro,Umbria,Vedovo/a,18,Impiegato,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,237.6
1300,1273.5011990407672,38,10,18,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Celibe/nubile,18,Impiegato,A tempo pieno,Istruzione,1145.7
1320,1293.093525179856,45,5,13,Maschio,cittadino straniero non UE,Persona isolata,Nord-Est,Nord,Emilia Romagna,Celibe/nubile,40,Operaio,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,963.7
1000,979.6163069544364,26,5,13,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Veneto,Celibe/nubile,30,Operaio,A tempo pieno,Attività dei servizi di ristorazione,929.3
1860,1822.0863309352517,31,9,18,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),602.2
1080,1057.9856115107914,30,5,13,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,40,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),602.2
2200,2155.15587529976,46,10,18,Femmina,Cittadino italiano,Persona isolata,Nord-Est,Nord,Veneto,Celibe/nubile,40,Quadro,A tempo pieno,"Attività di biblioteche, archivi, musei ed altre attività culturali",826
1500,1469.4244604316546,45,10,18,Femmina,Cittadino italiano,Monogenitore femmina,Isole,Mezzogiorno,Sicilia,Celibe/nubile,18,Quadro,A tempo pieno,Istruzione,345.4
2160,2115.971223021583,49,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Marche,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio,552.5
1680,1645.7553956834531,29,5,13,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,30,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),567.1
